"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
47,6/30/2025 0:00:00,30,7/23/2025 10:14:08 PM,2349094,149184,0,57345465,0,50345906,50345906,0,2147,632,0,1241,22919485,118,2655570,4749,0,0,0,0,0,0,0,2364,2364,0,0,0,336058,0,0,0,0,0,0,1575,1200,635,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12486427,0,0,0,731400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488214,0,0,0,0,182115,0,0,8771166,1748068,13664067,14546643,12793602,0,6817444,0,0,383,0,0,0,0,0,0,0,0,0,6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70003,26963,235057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2025 0:00:00,31,7/9/2025 10:06:28 PM,1380024,47116,0,63983143,0,50962026,50962026,0,102086,37483,20214,2436,22892117,295,4659517,271740,0,0,0,0,0,0,0,3982,24000,0,0,0,319786,0,0,0,0,0,0,1000,1453,474,679,232058,28907,0,0,0,0,33310,0,0,0,0,0,0,0,29918436,0,0,0,1224352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492260,0,0,0,0,200095,0,0,7133838,1753363,11473265,12117269,0,0,13468620,0,0,571,0,0,0,0,0,0,0,0,0,268821,0,26524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77013,42099,7067601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2025 0:00:00,32,7/29/2025 10:19:43 PM,59355701,32090179,0,9111524787,0,8095583165,8095683165,0,13731327,5135223,10025835,409185,6754302324,20617,923494128,47738814,0,0,0,0,0,0,0,506328,1763879,0,0,5565938,68563786,0,0,0,0,0,1,1249,1300,474,599,11405914,2469612,0,0,0,0,96340184,0,0,0,0,0,0,0,1948601637,0,0,0,150175140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71309947,0,0,0,0,98250287,250000000,100000,1576220859,175075920,1436322584,1640916375,2615432402,0,465678998,0,0,28600,0,0,0,0,0,0,0,0,0,25865760,0,4978010,0,0,0,0,0,0,0,0,0,0,796433147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21632855,1957584,201027394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6/30/2025 0:00:00,33,7/28/2025 10:29:25 PM,1374784,36195,0,62189489,0,55724552,55724552,0,121640,78888,0,2494,39075155,152,4245938,251059,0,0,0,0,0,0,0,5142,23951,0,0,77,121243,0,0,0,0,0,0,1045,860,515,535,93087,18450,0,0,0,0,0,0,0,0,0,0,0,0,27767695,0,0,0,1351470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504502,0,0,0,0,1073440,0,0,16601065,982250,2477409,2592879,7674325,0,6074819,0,0,352,0,0,0,0,0,0,0,0,0,326298,0,127673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131540,51981,6566008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2025 0:00:00,35,7/24/2025 10:09:02 PM,14431194,536347,0,496650018,0,442138874,442138874,0,1040584,1200475,677934,24804,329816700,3115,142028773,3938724,0,0,0,0,0,0,0,36897,1009437,0,0,194,3228470,0,0,0,0,0,0,1549,1149,624,699,1200417,180588,0,0,0,1813526,1268503,0,0,0,0,0,0,0,105965403,1629107,0,0,10100575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4210894,0,0,0,0,6998164,0,0,105762392,10332650,97116395,102551949,114812508,0,50618879,0,0,7830,0,0,0,0,0,0,0,0,0,2509754,0,55629,0,0,0,0,0,0,0,0,0,0,35071341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595423,965829,17166513,0,0,0,0,0,5425069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2025 0:00:00,41,7/29/2025 10:40:16 AM,1774335,537564,0,204661557,0,187575845,187575845,0,775032,0,6619,5329,107283791,804,34428060,943640,0,0,0,0,0,0,0,16935,891342,0,0,0,406182,0,0,0,0,0,0,0,1222,328,538,297082,131296,0,0,0,550791,14032314,0,0,0,0,0,0,0,81228262,0,0,0,4581849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784984,0,0,0,0,1590653,0,0,55141725,8803056,18513614,18728897,9641590,0,17555435,0,0,3284,0,0,0,0,0,0,0,0,0,1016776,0,0,0,0,0,0,0,0,0,0,0,0,11129997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244293,101890,2345918,0,0,0,0,0,722121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6/30/2025 0:00:00,43,7/18/2025 10:04:24 PM,38813090,5442132,0,886233199,0,802136164,802239270,0,155685,1699691,227126,25224,667718061,2644,123978822,2774020,0,0,0,0,0,0,0,43129,155505,0,0,1016306,6199536,0,0,0,0,0,2,1400,1800,689,664,2385079,1289575,0,0,0,0,433916,0,0,0,0,0,0,0,190526340,0,0,0,16082483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6999816,0,0,0,0,3260710,0,103106,232486444,15786106,218317426,253059166,101945425,0,88598896,0,0,5745,0,0,0,0,0,0,0,0,0,1888522,0,249313,0,0,0,0,0,0,0,0,0,0,78428680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300115,414731,17006395,0,0,0,0,0,2813810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6/30/2025 0:00:00,46,7/30/2025 10:00:56 PM,5685783,687198,0,308895055,0,262739583,262739583,0,269817,716878,992990,10387,204968670,444,23597755,2481425,0,0,0,0,0,0,0,23636,1280844,0,0,0,1407178,0,0,0,0,0,0,1220,1200,634,699,795778,264535,0,0,0,0,0,0,0,0,0,0,0,0,90211703,8597717,0,0,4114409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361654,0,0,0,0,5761793,0,0,82483288,4569360,21431959,24304007,60143365,0,31726501,0,0,4854,0,0,0,0,0,0,0,0,0,2470510,0,50940,0,0,0,0,0,0,0,0,0,0,22732485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618560,233850,8598593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6/30/2025 0:00:00,49,7/25/2025 10:06:42 PM,0,1167,0,7798681,0,2665297,2665297,0,37800,2313,15793,427,3703215,52,744776,67463,0,0,0,0,0,0,0,1384,2000,0,0,0,2845,0,0,0,0,0,0,1299,1313,400,539,14476,9744,0,0,0,79,43420,0,0,0,0,0,0,0,2621877,0,0,0,164383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27481,0,0,0,0,99648,0,0,0,0,0,0,0,0,5033657,0,0,98,0,0,0,0,0,0,0,0,0,87891,0,16618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8193,21955,24142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2025 0:00:00,54,7/16/2025 10:11:47 PM,0,0,0,12291775,0,10134538,10134538,0,0,0,0,308,4514331,36,418692,0,0,0,0,0,0,0,0,1242,2000,0,0,0,11390,0,0,0,0,0,0,0,758,476,551,560,0,0,0,0,0,0,0,0,0,0,0,0,0,8898857,0,0,0,143080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99961,0,0,0,0,-201,0,0,582084,0,477274,653597,0,0,2070019,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6599,25965,36867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2025 0:00:00,57,7/24/2025 10:33:44 PM,961065,29269,0,76768593,0,64571545,64571545,0,128720,63319,50881,4209,23942940,1047,5132440,396833,0,0,0,0,0,0,0,4729,20000,0,0,0,383141,0,0,0,0,0,0,1170,735,622,734,117132,18679,0,0,0,196478,0,0,0,0,0,0,0,0,19938017,0,0,0,1129493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607995,0,0,0,0,92703,0,0,8685108,5757941,14394729,17149629,11640153,0,11907867,0,0,2590,0,0,0,0,0,0,0,0,0,264089,0,36067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68978,122317,3083523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6/30/2025 0:00:00,58,7/14/2025 2:46:16 PM,501006,51956,0,44842909,0,35440083,35440083,0,99519,3054,12364,1234,14829585,168,1836908,179009,0,0,0,0,0,0,0,3400,25000,0,0,0,188595,0,0,0,0,0,0,1250,1312,518,612,20824,76,0,0,0,0,143515,0,0,0,0,0,0,0,14181670,0,0,0,608024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350105,0,0,0,0,323151,0,0,4710074,3606839,7633693,8148086,4502503,0,8943781,0,0,284,0,0,0,0,0,0,0,0,0,124371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,7/10/2025 10:06:06 PM,1322787,8438,0,39460409,0,33409378,33409378,0,0,0,0,95,32250857,9,3244070,0,0,0,0,0,0,0,0,595,1500,0,3639,0,561870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17645157,507605,0,0,236577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270019,0,0,0,0,145313,0,0,174821,614635,12699100,12699100,0,0,5155340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5770113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,8/18/2025 10:02:25 PM,0,2371,0,93238778,0,82373241,82373241,0,33590,18462,30714,1140,11489901,189,580317,107810,0,0,0,0,0,0,0,3877,15000,0,0,41104,1107308,0,0,0,0,0,0,965,1168,433,592,34822,8191,0,0,0,-392299,1328155,0,0,0,0,0,0,0,30676081,0,0,0,793905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725104,0,0,0,0,252546,0,0,4289142,3704508,27855571,39041159,0,0,17489953,0,0,44,0,0,0,0,0,0,0,0,0,75392,0,4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63650,216876,3636897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2025 0:00:00,63,8/19/2025 10:43:33 AM,5695375,422638,0,126394520,0,115774637,115774637,0,131373,314288,0,2549,60544442,529,23872426,546727,0,0,0,0,0,0,0,8738,1046685,0,0,0,618411,0,0,0,0,0,0,0,1329,597,605,157050,190862,0,0,0,0,0,0,0,0,0,0,0,0,64077006,1019335,0,0,2447254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078945,0,0,0,0,149319,0,0,17163042,1486376,20529048,21040142,11910313,0,9799287,0,0,959,0,0,0,0,0,0,0,0,0,353059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232897,118904,624958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6/30/2025 0:00:00,69,7/18/2025 10:02:04 PM,0,0,0,1135747,0,947976,947976,0,0,0,0,30,173536,11,51824,0,0,0,0,0,0,0,0,165,320,0,-2900,0,303,0,0,0,0,0,0,0,1242,477,750,1171,1679,0,0,0,13508,39683,0,0,0,0,0,0,0,908293,0,0,0,27377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8922,0,0,0,0,3621,0,0,0,0,0,0,0,0,170642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,7/30/2025 10:47:33 PM,278606,497697,0,116552664,0,98844087,98844087,0,199738,56427,89266,4649,58712845,327,8069914,392284,0,0,0,0,0,0,0,8374,800000,0,0,0,551804,0,0,0,0,0,0,1250,1300,490,665,88270,24078,0,0,0,0,652574,0,0,0,0,0,0,0,46495201,0,0,0,1917523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952842,0,0,0,0,1547603,0,0,18542070,3352187,22374595,24305798,5019620,0,11167735,0,0,1495,0,0,0,0,0,0,0,0,0,203950,0,21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164662,327252,494804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,6/30/2025 0:00:00,72,7/22/2025 10:07:06 PM,1515198,103834,0,43537181,0,38918736,38918736,0,205454,36546,11672,2050,28798965,215,5951212,484207,0,0,0,0,0,0,0,9344,107848,0,0,0,30082,0,0,0,0,0,0,990,1200,645,845,14834,10139,0,0,0,388030,3351,0,0,0,0,0,0,0,24762688,951797,0,0,705809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365197,0,0,0,0,143200,0,0,11741107,766067,1570895,1622769,0,0,3194154,0,0,948,0,0,0,0,0,0,0,0,0,434685,0,6912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84625,24902,54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6/30/2025 0:00:00,74,8/18/2025 10:01:16 PM,0,0,0,5604632,0,5119628,5119628,0,0,0,0,202,4185768,36,899971,0,0,0,0,0,0,0,0,356,400,0,1200,0,63049,0,0,0,0,0,0,0,1800,500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5119628,76358,0,0,29057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51066,0,0,0,0,12996,0,0,0,0,0,0,0,0,395650,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4845,0,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6/30/2025 0:00:00,75,7/17/2025 10:19:51 PM,0,57,0,1651451,0,1495011,1495011,0,0,0,0,57,1186845,14,295500,0,0,0,0,0,0,0,0,121,180,0,0,0,18648,0,0,0,0,0,0,0,1000,500,550,0,0,0,0,0,10416,0,0,0,0,0,0,0,0,1495011,14148,0,0,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14366,0,0,0,0,459,0,0,0,0,0,0,0,0,131417,0,0,31,0,0,0,0,0,0,0,0,0,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6/30/2025 0:00:00,77,7/28/2025 10:45:43 PM,4068750,462066,0,447268679,0,404816381,404816381,0,1097072,183415,1403018,15851,273160783,539,23866607,3500896,0,0,0,0,0,0,0,25089,1000000,0,0,374472,2086288,0,0,0,0,0,0,1257,1140,398,559,1411478,162498,0,0,0,0,0,0,0,0,0,0,0,0,139621594,0,0,0,8266741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533285,0,0,0,0,5322805,0,0,95413844,9026195,38605167,57784329,97281355,0,41406142,0,0,1232,0,0,0,0,0,0,0,0,0,1777531,0,124294,0,0,0,0,0,0,0,0,0,0,8926943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253714,870866,25720414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
