"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
24362,6/30/2025 0:00:00,14486,0,0,0,0,3658392524,205791245,30220121,4492933533,0,3682232660,205791245,30220121,0,0,0,1577,0,0,0,0,122024,0,0,0,0,0,0,0,0,107127093,0,12457758,0,0,0,0,0,0,0,0,0,0,0,5583328,0,0,0,0,0,0,0,0,35424771,1004670,3332988,13574026,9635672,11087458,1274102,0,0,0,0,276655,878675,789862936,0,0,221227997,0,0,0,0,260071207,149890125,0,0,-280380,564298,32777,229284,6085,359653,3014,35641,690318,0,0,0,0,0,0,0,0,0,0,0,0,0,594,15,0,0,0,0,0,0,119584851,0,25495247,39008142,0,14653310,0,2912,1174246,0,0,0,0,0,0,0,24583194,551699155,0,0,0,0,0,0,0,0,0,0,388016634,862,0,1184042348,0,761734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14736,258708846,0,0,0,0,0,20000000,73875238,47691068,141566306,1531480178,0,0,154617754,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24373,6/30/2025 0:00:00,20416,0,0,0,0,12346404,239528,1054289,16328589,0,12346404,239528,1054289,0,0,0,8,0,0,0,0,62024,0,0,0,0,0,0,0,0,369568,0,101011,0,0,0,0,0,0,0,0,0,0,0,18364,0,0,0,0,0,0,0,0,157963,499,10193,140287,6900,4315,8317,0,6070,0,0,1495,4163,5393340,0,0,1201751,0,0,0,0,0,1206987,0,0,0,15383,55,496,0,2767,0,0,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,470579,0,33747,32886,0,121238,72492,0,0,0,0,0,0,0,0,0,2511,2460383,0,0,0,0,0,0,0,0,0,0,2595759,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,64300,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24381,6/30/2025 0:00:00,19155,0,0,0,0,61365595,3958599,1920446,74112384,0,61365595,3958599,1920446,0,0,0,13,0,0,0,0,122024,0,0,0,0,0,0,0,0,543606,0,420247,0,0,0,0,0,0,0,0,0,0,0,204714,0,0,0,0,0,0,0,0,451418,371,44788,96732,5931,9905,205561,0,0,0,0,3671,20312,2992675,0,0,1329854,0,0,0,0,170762,257709,0,0,0,0,366,2800,168,4776,660,163,8933,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,963853,0,366841,175833,0,316172,0,157670,21,0,0,0,0,0,0,0,1198466,4772976,0,0,0,0,0,0,0,0,0,0,6754731,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,572154,0,0,0,0,0,0,0,0,0,10883500,0,0,215182,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24382,6/30/2025 0:00:00,14993,0,0,0,0,2867570150,456296327,176323359,4381453795,0,2906497708,523724741,205704318,0,0,0,4965,0,0,0,0,122024,0,0,0,0,0,0,0,0,133387889,0,3804627,0,0,0,0,0,0,0,0,0,0,0,5432182,0,0,0,0,0,0,0,0,45768389,1348590,7623861,12507494,3272967,3897716,6046578,0,0,0,0,282090,737931,814757334,0,0,528276613,0,0,0,0,45757856,99838400,0,0,14000,0,34418,73593,9646,255925,1561,6392,381743,0,0,0,0,0,0,0,0,0,0,0,0,0,856,3,0,0,0,0,0,0,137192516,0,10929727,60445439,0,-7011032,0,5656250,4350930,0,0,0,0,0,0,0,53536518,132856451,0,0,0,0,0,0,0,0,3006003,0,328121400,747,0,66724023,0,3266388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72523,1842180670,0,0,0,0,0,20000000,100000000,252500000,372500000,1155025205,0,0,26657917,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24384,6/30/2025 0:00:00,23829,0,0,0,0,376243020,4776972,71203,448560567,0,376243020,4776972,71203,0,0,0,26,0,0,0,0,122024,0,0,0,0,0,0,0,0,8656571,0,2308988,0,0,0,0,0,0,0,0,0,0,0,1677025,0,0,0,0,0,0,0,0,2715300,49241,309135,847791,74182,246335,241204,0,13859,0,0,35966,164516,35865388,0,0,44167651,0,0,0,0,374909,41053134,0,0,1164,0,2336,10214,220,18979,0,126,31875,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,10965559,0,1707586,4771655,0,2978961,5,0,0,0,0,0,0,0,0,0,16625772,19255495,0,0,0,0,0,0,0,0,0,0,39910841,890,0,0,0,41372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,0,0,24000000,155436500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24385,6/30/2025 0:00:00,14586,0,0,0,0,39216042,106287,0,44116980,0,39216042,106287,0,0,0,0,4,0,0,0,0,42025,0,0,0,0,0,0,0,0,865119,0,315805,0,0,0,0,0,0,0,0,0,0,0,94812,0,0,0,0,0,0,0,0,517819,8391,61466,121110,11322,102939,81985,0,0,0,0,2638,183588,10908624,0,0,3644375,0,0,0,0,1464093,2205924,0,0,0,173903,235,1989,158,3684,596,119,6781,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1180924,0,268715,142477,0,82663,0,0,0,0,0,0,0,0,0,0,449911,8309285,0,0,0,0,0,0,0,0,0,0,5648635,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3856896,0,0,0,0,0,0,0,0,0,600000,0,0,207921,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24387,6/30/2025 0:00:00,18159,0,0,0,0,16716102,0,0,18377016,0,16716102,0,0,0,0,0,0,0,0,0,0,52025,0,0,0,0,0,0,0,0,93512,0,176047,0,0,0,0,0,0,0,0,0,0,0,8843,0,0,0,0,0,0,0,0,72421,2556,0,26525,100,738,55749,0,0,0,0,1722,297,1116274,0,0,904061,0,0,0,0,0,1326635,0,0,0,0,0,607,0,1168,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,269559,0,14170,81906,0,41715,0,14871,1131,0,0,0,0,0,0,0,168368,2969746,0,0,0,0,0,0,0,0,0,0,1531688,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24390,6/30/2025 0:00:00,17946,0,0,0,0,46619645,886058,661175,52812869,0,46619645,886058,661175,0,0,0,14,0,0,0,0,62025,0,0,0,0,0,0,0,0,1397453,0,143836,0,0,0,0,0,0,0,0,0,0,0,317613,0,0,0,0,0,0,0,0,574766,2808,84815,342559,87752,112706,22916,0,0,0,0,5099,18799,12110047,0,0,3938885,0,0,0,0,2357121,1271073,0,0,615,0,283,2542,160,5304,0,211,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,1541289,0,420336,410130,0,44566,0,55815,9385,0,0,0,0,0,0,0,546496,2997131,0,0,0,0,0,0,0,0,0,0,4462554,845,0,0,0,75920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75883,0,0,0,0,0,0,0,0,0,4000000,0,0,896734,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24396,6/30/2025 0:00:00,20397,0,0,0,0,26152281,553759,0,30735961,0,26152281,553759,0,0,0,0,5,0,0,0,0,32025,0,0,0,0,0,0,0,0,168804,0,369696,0,0,0,0,0,0,0,0,0,0,0,79632,0,0,0,0,0,0,0,0,202636,131,22775,112060,775,2368,48723,0,0,0,0,10626,12428,1600829,0,0,2288521,0,0,0,0,0,674200,0,0,0,-3503,66,1092,43,2080,0,13,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,538500,0,80624,26558,0,173544,0,111860,0,0,0,0,0,0,0,0,159565,2372905,0,0,0,0,0,0,0,0,0,0,3929075,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,78944,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24402,6/30/2025 0:00:00,19743,0,0,0,0,94678160,2171419,30981,108670300,0,94678160,2171419,30981,0,0,0,58,0,0,0,0,92024,0,0,0,0,0,0,0,0,2420317,0,373537,0,0,0,0,0,0,0,0,0,0,0,345859,0,0,0,0,0,0,0,0,1262953,10285,339631,944728,42401,123220,80891,0,0,0,0,-2564,284506,30853641,0,0,6548789,0,0,0,0,221837,5018913,0,0,0,0,785,4512,156,9844,147,515,15959,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,2793854,0,726638,672458,0,-884817,0,118668,125602,0,0,0,0,0,0,0,1200412,9715888,0,0,0,0,0,0,0,0,0,0,11003865,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,9859669,0,0,0,0,0,0,0,0,0,19030360,0,0,400306,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24404,6/30/2025 0:00:00,19930,0,0,0,0,98164139,756651,11681,126002740,0,101056139,756651,11681,0,0,0,53,0,0,0,0,122024,0,0,0,0,0,0,0,0,3001937,0,312817,0,0,0,0,0,0,0,0,0,0,0,573562,0,0,0,0,0,0,0,0,1343747,69000,309216,229547,185886,290933,742439,0,0,0,0,10746,15652,15822838,0,0,4479117,0,0,0,0,275953,3978685,0,0,-39488,0,270,5498,94,8682,0,17,14574,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3314754,0,995128,525309,0,377243,0,660614,2886,0,0,0,0,0,0,0,1973463,7792543,0,0,0,0,0,0,0,0,0,0,20015171,1587,0,0,0,32649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9287,0,0,0,0,0,5000000,0,0,5000000,35000000,0,0,2645113,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24405,6/30/2025 0:00:00,18829,0,0,0,0,859808063,16240150,8640182,1011355642,0,859808063,16240150,8640182,0,0,0,266,0,0,0,0,32025,0,0,0,0,0,0,0,0,22163127,0,1990877,0,0,0,0,0,0,0,0,0,0,0,2071915,0,0,0,0,0,0,0,0,9400499,179585,963296,5068060,511050,486091,304914,0,0,0,0,89580,330518,101717114,0,0,29354997,0,0,0,0,23444604,23897138,0,0,0,0,7366,42850,3192,70332,1517,5017,130274,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,0,0,0,0,0,14982264,24154004,0,6111100,7821491,735,4018482,0,360000,0,460,0,0,0,0,0,0,8548104,33037014,0,0,0,0,0,0,0,0,0,0,102302880,1011,0,183642775,0,78800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,68927735,0,0,0,0,0,20000000,1264500,0,21264500,225679778,0,0,691641,1650,0,0,0,0,0,75727,47532,20541,0,87225,0,0,0,0,0,0,0,0,1261638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24410,6/30/2025 0:00:00,15138,0,0,0,0,1629046329,46846555,8267263,1974901972,0,1629046329,46846555,8267263,0,0,0,1064,0,0,0,0,32025,0,0,0,0,0,0,0,0,43067148,0,9936240,0,0,0,0,0,0,0,0,0,0,0,8454578,0,0,0,0,0,0,0,0,20333151,204082,2013665,5087267,1153113,2011163,8362883,0,0,0,0,166233,2217034,244448303,0,0,145055612,0,0,0,0,63414901,96864252,0,0,6243,28163,9559,125640,3182,220298,0,0,358679,0,0,0,0,0,0,0,0,0,0,0,0,0,421,23,0,0,0,0,0,0,53003388,0,19918515,8259863,0,14744264,0,2899338,117370,0,0,0,0,0,0,0,39423007,188873130,0,0,0,0,0,0,0,0,0,0,261912400,1325,0,0,0,279535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,10106502,0,0,0,0,0,0,0,0,0,194990477,0,0,47880000,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24414,6/30/2025 0:00:00,15240,0,0,0,0,201864005,1768765,678469,231893047,0,201864005,1768765,678469,0,0,0,50,0,0,0,0,122024,0,0,0,0,0,0,0,0,3500906,0,1468205,0,0,0,0,0,0,0,0,0,0,0,433285,0,0,0,0,0,0,0,0,1934829,12804,291027,777648,110123,335664,372159,0,27786,0,0,19886,84266,44445278,0,0,9161871,0,0,0,0,2526975,2648587,0,0,0,0,1128,9266,232,20463,0,391,31480,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4969111,0,981478,1001285,0,907538,0,0,0,0,0,0,0,0,0,0,1423284,12483964,0,0,0,0,0,0,0,0,0,0,24850835,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,5000000,22468444,0,0,246691,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24421,6/30/2025 0:00:00,14633,0,0,0,0,549959883,11323080,2316029,650304668,0,549959883,11323080,2316029,0,0,0,141,0,0,0,0,122024,0,0,0,0,0,0,0,0,10124274,0,3529054,0,0,0,0,0,0,0,0,0,0,0,1715614,0,0,0,0,0,0,0,0,4146115,117978,782620,1584867,728702,160024,1642002,0,0,0,0,61414,43530,101619701,0,0,61689831,0,0,0,0,10990335,25507498,0,0,2090234,0,3938,24286,1407,44293,0,398,74322,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,0,0,0,0,0,0,13653328,0,5248057,4844047,0,3704573,750000,312918,813119,0,0,0,0,0,0,647560461,2812492,75149935,0,0,0,0,0,0,0,0,-5096306,0,90719517,1401,0,0,0,572452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5261,125188062,0,0,0,0,0,0,0,0,0,203935800,0,0,1898949,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24422,6/30/2025 0:00:00,15042,0,0,0,0,25404546,1008711,0,33716007,0,25404546,1008711,0,0,0,0,19,0,0,0,0,32025,0,0,0,0,0,0,0,0,586767,0,286638,0,0,0,0,0,0,0,0,0,0,0,88538,0,0,0,0,0,0,0,0,287170,24236,13476,217098,20694,13798,22686,0,0,0,0,1964,428,8171714,0,0,2278005,0,0,0,0,324547,835670,0,0,5,0,236,997,42,2948,0,41,4264,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,873405,0,570330,227631,0,605712,0,17301,8983,0,0,0,0,0,0,0,326832,5833838,0,0,0,0,0,0,0,0,0,0,6847101,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,3895629,0,0,0,0,0,0,0,0,0,3000000,0,0,466033,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24428,6/30/2025 0:00:00,15031,0,0,0,0,14847444,14394,0,17980883,0,14847444,14394,0,0,0,0,13,0,0,0,0,122024,0,0,0,0,0,0,0,0,517601,0,68528,0,0,0,0,0,0,0,0,0,0,0,49855,0,0,0,0,0,0,0,0,203844,0,18394,139199,200,8475,5726,0,0,0,0,1660,6179,7070090,0,0,1896347,0,0,0,0,0,685044,0,0,0,0,154,596,0,2373,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,586129,0,66598,119900,0,133822,0,6447,0,0,0,0,0,0,0,0,259020,4080463,0,0,0,0,0,0,0,0,0,0,2856189,1585,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,0,0,541740,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24429,6/30/2025 0:00:00,17533,0,0,0,0,7103066,642580,1054,8698432,0,7103066,642580,1054,0,0,0,0,0,0,0,0,92024,0,0,0,0,0,0,0,0,152760,0,35437,0,0,0,0,0,0,0,0,0,0,0,29857,0,0,0,0,0,0,0,0,132356,9,1268,75560,0,5522,67888,0,0,0,0,2021,1,2636549,0,0,1886493,0,0,0,0,0,403700,0,0,0,0,54,510,0,1620,153,0,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,188197,0,32774,18141,0,-79208,0,3050,0,0,0,0,0,0,0,0,366790,2476292,0,0,0,0,0,0,0,0,0,0,929571,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,113897,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24430,6/30/2025 0:00:00,17939,0,0,0,0,5142678,248578,0,6281594,0,5142678,248578,0,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,101704,0,56093,0,0,0,0,0,0,0,0,0,0,0,25799,0,0,0,0,0,0,0,0,79622,50,0,48624,200,1951,12260,0,0,0,0,1167,3252,1329310,0,0,817925,0,0,0,0,0,305919,0,0,0,0,12,345,0,989,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,157797,0,28458,6273,0,42368,0,605,1556,0,0,0,0,0,0,0,90800,835002,0,0,0,0,0,0,0,0,0,0,863028,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10602,0,0,0,0,0,0,0,0,0,200000,0,0,14665,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24431,6/30/2025 0:00:00,17532,0,0,0,0,3417973,0,0,4648555,0,3417973,0,0,0,0,0,1,0,0,0,0,22025,0,0,0,0,0,0,0,0,101051,0,30062,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,66707,0,0,21828,133,19833,4046,0,0,0,0,433,3934,956107,0,0,1190773,0,0,0,0,771292,147850,0,0,0,14657,43,0,0,740,102,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,131113,0,29282,25455,0,15250,888,0,23084,0,0,0,0,0,0,0,1606,382886,0,0,0,0,0,0,0,0,0,0,1195251,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,24647,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24432,6/30/2025 0:00:00,17980,0,0,0,0,6571189,0,0,8702219,0,7181701,0,0,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,214232,0,48393,0,0,0,0,0,0,0,0,0,0,0,38905,0,0,0,0,0,0,0,0,93030,3577,10272,23858,544,41728,19943,0,0,0,0,776,3710,1949908,0,0,2299681,0,0,0,0,155105,265834,0,0,0,10545,60,316,0,1318,95,0,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,262625,0,49450,57222,0,46169,0,1401,26843,0,0,0,0,0,0,0,41032,1838120,0,0,0,0,0,0,0,0,0,0,1438939,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,169807,1651.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
